#TYPE System.IO.DirectoryInfo
"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","BaseName","Target","LinkType","Name","FullName","Parent","Exists","Root","Extension","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","Attributes"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\Dane Olevian Photo.jpg","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","Dane Olevian Photo.jpg","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Dane Olevian Photo",,,"Dane Olevian Photo.jpg","Y:\dco10003\Dane Olevian Photo.jpg",,"True",,".jpg","4/2/2020 12:00:37 PM","4/2/2020 4:00:37 PM","4/2/2020 12:00:37 PM","4/2/2020 4:00:37 PM","7/10/2019 1:22:11 PM","7/10/2019 5:22:11 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\Dane Olevian UHA Pay Statement.jpg","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","Dane Olevian UHA Pay Statement.jpg","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Dane Olevian UHA Pay Statement",,,"Dane Olevian UHA Pay Statement.jpg","Y:\dco10003\Dane Olevian UHA Pay Statement.jpg",,"True",,".jpg","4/2/2020 12:00:48 PM","4/2/2020 4:00:48 PM","4/2/2020 12:00:48 PM","4/2/2020 4:00:48 PM","11/7/2019 4:43:52 PM","11/7/2019 9:43:52 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\Dane Olevian WVU Pay Statement.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","Dane Olevian WVU Pay Statement.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Dane Olevian WVU Pay Statement",,,"Dane Olevian WVU Pay Statement.pdf","Y:\dco10003\Dane Olevian WVU Pay Statement.pdf",,"True",,".pdf","4/2/2020 12:03:40 PM","4/2/2020 4:03:40 PM","4/2/2020 12:03:40 PM","4/2/2020 4:03:40 PM","11/7/2019 4:07:39 PM","11/7/2019 9:07:39 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\First WVU Case.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","First WVU Case.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","First WVU Case",,,"First WVU Case.pdf","Y:\dco10003\First WVU Case.pdf",,"True",,".pdf","7/10/2019 4:49:11 PM","7/10/2019 8:49:11 PM","7/10/2019 4:49:11 PM","7/10/2019 8:49:11 PM","7/10/2019 4:49:11 PM","7/10/2019 8:49:11 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\GI Pathology Diagnoses, 11-26-19.docx","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","GI Pathology Diagnoses, 11-26-19.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","GI Pathology Diagnoses, 11-26-19",,,"GI Pathology Diagnoses, 11-26-19.docx","Y:\dco10003\GI Pathology Diagnoses, 11-26-19.docx",,"True",,".docx","11/26/2019 10:39:21 AM","11/26/2019 3:39:21 PM","8/6/2020 6:16:21 PM","8/6/2020 10:16:21 PM","8/6/2020 6:16:21 PM","8/6/2020 10:16:21 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\Liver Case Worskeet, Draft in Progress.docx","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","Liver Case Worskeet, Draft in Progress.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Liver Case Worskeet, Draft in Progress",,,"Liver Case Worskeet, Draft in Progress.docx","Y:\dco10003\Liver Case Worskeet, Draft in Progress.docx",,"True",,".docx","6/8/2020 10:59:09 AM","6/8/2020 2:59:09 PM","6/8/2020 10:59:09 AM","6/8/2020 2:59:09 PM","6/8/2020 10:59:09 AM","6/8/2020 2:59:09 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\Liver Pathology Diagnoses, 05-01-20.docx","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","Liver Pathology Diagnoses, 05-01-20.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Liver Pathology Diagnoses, 05-01-20",,,"Liver Pathology Diagnoses, 05-01-20.docx","Y:\dco10003\Liver Pathology Diagnoses, 05-01-20.docx",,"True",,".docx","5/1/2020 11:24:07 PM","5/2/2020 3:24:07 AM","8/21/2020 6:26:10 PM","8/21/2020 10:26:10 PM","8/21/2020 6:26:10 PM","8/21/2020 10:26:10 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\Liver Pathology Diagnoses, 06-12-19.docx","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","Liver Pathology Diagnoses, 06-12-19.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Liver Pathology Diagnoses, 06-12-19",,,"Liver Pathology Diagnoses, 06-12-19.docx","Y:\dco10003\Liver Pathology Diagnoses, 06-12-19.docx",,"True",,".docx","7/17/2019 3:55:20 PM","7/17/2019 7:55:20 PM","5/20/2020 12:55:28 PM","5/20/2020 4:55:28 PM","5/20/2020 12:55:28 PM","5/20/2020 4:55:28 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\Liver.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","Liver.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Liver",,,"Liver.pdf","Y:\dco10003\Liver.pdf",,"True",,".pdf","4/2/2020 12:04:34 PM","4/2/2020 4:04:34 PM","4/2/2020 12:04:34 PM","4/2/2020 4:04:34 PM","1/7/2020 6:06:46 PM","1/7/2020 11:06:46 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\Mesothelin Abstract, Malla.docx","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","Mesothelin Abstract, Malla.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Mesothelin Abstract, Malla",,,"Mesothelin Abstract, Malla.docx","Y:\dco10003\Mesothelin Abstract, Malla.docx",,"True",,".docx","9/6/2019 12:23:26 PM","9/6/2019 4:23:26 PM","9/6/2019 12:23:26 PM","9/6/2019 4:23:26 PM","9/6/2019 12:23:26 PM","9/6/2019 4:23:26 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\Mesothelin Expression, Immunoquery.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","Mesothelin Expression, Immunoquery.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Mesothelin Expression, Immunoquery",,,"Mesothelin Expression, Immunoquery.pdf","Y:\dco10003\Mesothelin Expression, Immunoquery.pdf",,"True",,".pdf","9/6/2019 12:25:36 PM","9/6/2019 4:25:36 PM","9/6/2019 12:25:36 PM","9/6/2019 4:25:36 PM","9/6/2019 12:25:36 PM","9/6/2019 4:25:36 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\Microscope Inventory.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","Microscope Inventory.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Microscope Inventory",,,"Microscope Inventory.xlsx","Y:\dco10003\Microscope Inventory.xlsx",,"True",,".xlsx","1/29/2020 1:18:01 PM","1/29/2020 6:18:01 PM","2/4/2020 12:57:20 PM","2/4/2020 5:57:20 PM","2/4/2020 12:57:20 PM","2/4/2020 5:57:20 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\MMR IHC Reporting, 07-18-19.docx","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","MMR IHC Reporting, 07-18-19.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","MMR IHC Reporting, 07-18-19",,,"MMR IHC Reporting, 07-18-19.docx","Y:\dco10003\MMR IHC Reporting, 07-18-19.docx",,"True",,".docx","7/18/2019 4:41:02 PM","7/18/2019 8:41:02 PM","7/26/2019 11:31:02 AM","7/26/2019 3:31:02 PM","7/26/2019 11:31:01 AM","7/26/2019 3:31:01 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\MMR Testing in Lynch Syndrome, Frankel, USCAP, 2019.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","MMR Testing in Lynch Syndrome, Frankel, USCAP, 2019.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","MMR Testing in Lynch Syndrome, Frankel, USCAP, 2019",,,"MMR Testing in Lynch Syndrome, Frankel, USCAP, 2019.pdf","Y:\dco10003\MMR Testing in Lynch Syndrome, Frankel, USCAP, 2019.pdf",,"True",,".pdf","7/18/2019 4:13:32 PM","7/18/2019 8:13:32 PM","7/18/2019 4:13:33 PM","7/18/2019 8:13:33 PM","7/18/2019 4:13:34 PM","7/18/2019 8:13:34 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\Olevian Project Work 04.2020.docx","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","Olevian Project Work 04.2020.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Olevian Project Work 04.2020",,,"Olevian Project Work 04.2020.docx","Y:\dco10003\Olevian Project Work 04.2020.docx",,"True",,".docx","4/3/2020 12:07:40 PM","4/3/2020 4:07:40 PM","4/3/2020 12:08:39 PM","4/3/2020 4:08:39 PM","4/3/2020 12:08:39 PM","4/3/2020 4:08:39 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\ONR Company Description.docx","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","ONR Company Description.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","ONR Company Description",,,"ONR Company Description.docx","Y:\dco10003\ONR Company Description.docx",,"True",,".docx","4/2/2020 12:04:02 PM","4/2/2020 4:04:02 PM","4/2/2020 12:04:02 PM","4/2/2020 4:04:02 PM","2/12/2020 11:29:17 AM","2/12/2020 4:29:17 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\ONR ToMo Ephemera Campaign, 06-21-20 To LaBarre.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","ONR ToMo Ephemera Campaign, 06-21-20 To LaBarre.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","ONR ToMo Ephemera Campaign, 06-21-20 To LaBarre",,,"ONR ToMo Ephemera Campaign, 06-21-20 To LaBarre.xlsx","Y:\dco10003\ONR ToMo Ephemera Campaign, 06-21-20 To LaBarre.xlsx",,"True",,".xlsx","6/19/2020 10:14:34 AM","6/19/2020 2:14:34 PM","6/19/2020 10:19:18 AM","6/19/2020 2:19:18 PM","6/19/2020 10:19:18 AM","6/19/2020 2:19:18 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\OTHER LEAVE REQUEST.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","OTHER LEAVE REQUEST.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","OTHER LEAVE REQUEST",,,"OTHER LEAVE REQUEST.pdf","Y:\dco10003\OTHER LEAVE REQUEST.pdf",,"True",,".pdf","12/17/2019 12:47:29 PM","12/17/2019 5:47:29 PM","12/17/2019 12:47:29 PM","12/17/2019 5:47:29 PM","5/16/2019 1:19:54 PM","5/16/2019 5:19:54 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\PA Microanatomy GI Pathology.pptx","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","PA Microanatomy GI Pathology.pptx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","PA Microanatomy GI Pathology",,,"PA Microanatomy GI Pathology.pptx","Y:\dco10003\PA Microanatomy GI Pathology.pptx",,"True",,".pptx","9/30/2019 6:33:56 PM","9/30/2019 10:33:56 PM","10/1/2019 8:47:04 AM","10/1/2019 12:47:04 PM","10/1/2019 8:47:01 AM","10/1/2019 12:47:01 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\Pancreatic NEN Update, Nose, Adv Anat Path, 2019.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","Pancreatic NEN Update, Nose, Adv Anat Path, 2019.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Pancreatic NEN Update, Nose, Adv Anat Path, 2019",,,"Pancreatic NEN Update, Nose, Adv Anat Path, 2019.pdf","Y:\dco10003\Pancreatic NEN Update, Nose, Adv Anat Path, 2019.pdf",,"True",,".pdf","4/14/2020 1:22:40 PM","4/14/2020 5:22:40 PM","4/14/2020 1:23:09 PM","4/14/2020 5:23:09 PM","4/14/2020 1:23:12 PM","4/14/2020 5:23:12 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\Pathology Signout Check List, 07-10-19.docx","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","Pathology Signout Check List, 07-10-19.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Pathology Signout Check List, 07-10-19",,,"Pathology Signout Check List, 07-10-19.docx","Y:\dco10003\Pathology Signout Check List, 07-10-19.docx",,"True",,".docx","4/2/2020 12:04:48 PM","4/2/2020 4:04:48 PM","4/2/2020 12:04:48 PM","4/2/2020 4:04:48 PM","7/17/2019 10:24:46 AM","7/17/2019 2:24:46 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\Revised manscript, DCO edit.docx","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","Revised manscript, DCO edit.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Revised manscript, DCO edit",,,"Revised manscript, DCO edit.docx","Y:\dco10003\Revised manscript, DCO edit.docx",,"True",,".docx","4/2/2020 12:00:54 PM","4/2/2020 4:00:54 PM","4/2/2020 12:00:54 PM","4/2/2020 4:00:54 PM","12/30/2019 7:12:01 PM","12/31/2019 12:12:01 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\Scan_0001.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","Scan_0001.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Scan_0001",,,"Scan_0001.pdf","Y:\dco10003\Scan_0001.pdf",,"True",,".pdf","12/2/2019 4:36:29 PM","12/2/2019 9:36:29 PM","4/3/2020 11:55:23 AM","4/3/2020 3:55:23 PM","12/2/2019 4:36:29 PM","12/2/2019 9:36:29 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\Scan_0002.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","Scan_0002.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Scan_0002",,,"Scan_0002.pdf","Y:\dco10003\Scan_0002.pdf",,"True",,".pdf","12/17/2019 12:45:46 PM","12/17/2019 5:45:46 PM","4/3/2020 11:55:23 AM","4/3/2020 3:55:23 PM","12/17/2019 12:45:46 PM","12/17/2019 5:45:46 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\SP19-24634.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","SP19-24634.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","SP19-24634",,,"SP19-24634.pdf","Y:\dco10003\SP19-24634.pdf",,"True",,".pdf","4/2/2020 12:04:40 PM","4/2/2020 4:04:40 PM","4/2/2020 12:04:40 PM","4/2/2020 4:04:40 PM","10/10/2019 9:05:05 PM","10/11/2019 1:05:05 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\SP20-2674, Melanoma Amendment.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","SP20-2674, Melanoma Amendment.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","SP20-2674, Melanoma Amendment",,,"SP20-2674, Melanoma Amendment.pdf","Y:\dco10003\SP20-2674, Melanoma Amendment.pdf",,"True",,".pdf","2/24/2020 5:27:47 PM","2/24/2020 10:27:47 PM","2/24/2020 5:28:27 PM","2/24/2020 10:28:27 PM","2/24/2020 5:27:49 PM","2/24/2020 10:27:49 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\SP20-279.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","SP20-279.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","SP20-279",,,"SP20-279.pdf","Y:\dco10003\SP20-279.pdf",,"True",,".pdf","4/2/2020 12:04:19 PM","4/2/2020 4:04:19 PM","4/2/2020 12:04:19 PM","4/2/2020 4:04:19 PM","1/17/2020 8:21:58 PM","1/18/2020 1:21:58 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\Videos - Shortcut.lnk","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003","Videos - Shortcut.lnk","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Videos - Shortcut",,,"Videos - Shortcut.lnk","Y:\dco10003\Videos - Shortcut.lnk",,"True",,".lnk","9/18/2019 11:08:16 AM","9/18/2019 3:08:16 PM","4/3/2020 11:55:23 AM","4/3/2020 3:55:23 PM","9/18/2019 11:08:16 AM","9/18/2019 3:08:16 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\backup 4-6-2020\Desktop","Microsoft.PowerShell.Core\FileSystem::Y:\dco10003\backup 4-6-2020","Desktop","Y","Microsoft.PowerShell.Core\FileSystem","True","d-r---","Desktop",,,"Desktop","Y:\dco10003\backup 4-6-2020\Desktop","backup 4-6-2020","True","Y:\","","4/6/2020 6:44:15 AM","4/6/2020 10:44:15 AM","4/6/2020 6:44:16 AM","4/6/2020 10:44:16 AM","4/6/2020 6:44:16 AM","4/6/2020 10:44:16 AM","ReadOnly, Directory"
