#TYPE System.IO.DirectoryInfo
"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","BaseName","Target","LinkType","Name","FullName","Parent","Exists","Root","Extension","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","Attributes"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\Chiefs Handbook.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea","Chiefs Handbook.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Chiefs Handbook",,,"Chiefs Handbook.pdf","Y:\Chief-Resident-Andrea\Chiefs Handbook.pdf",,"True",,".pdf","5/29/2020 11:10:48 AM","5/29/2020 3:10:48 PM","5/29/2020 11:10:48 AM","5/29/2020 3:10:48 PM","4/10/2020 10:50:06 AM","4/10/2020 2:50:06 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\Chiefs Schedule Template.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea","Chiefs Schedule Template.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Chiefs Schedule Template",,,"Chiefs Schedule Template.xlsx","Y:\Chief-Resident-Andrea\Chiefs Schedule Template.xlsx",,"True",,".xlsx","5/29/2020 11:10:48 AM","5/29/2020 3:10:48 PM","5/29/2020 11:10:48 AM","5/29/2020 3:10:48 PM","4/10/2020 3:39:51 PM","4/10/2020 7:39:51 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\Chiefs Unknown Study Set Index.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea","Chiefs Unknown Study Set Index.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Chiefs Unknown Study Set Index",,,"Chiefs Unknown Study Set Index.xlsx","Y:\Chief-Resident-Andrea\Chiefs Unknown Study Set Index.xlsx",,"True",,".xlsx","5/29/2020 11:10:48 AM","5/29/2020 3:10:48 PM","5/29/2020 11:10:48 AM","5/29/2020 3:10:48 PM","3/19/2020 1:21:23 PM","3/19/2020 5:21:23 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\Consolidated Resident Conference Schedule.docx","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea","Consolidated Resident Conference Schedule.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Consolidated Resident Conference Schedule",,,"Consolidated Resident Conference Schedule.docx","Y:\Chief-Resident-Andrea\Consolidated Resident Conference Schedule.docx",,"True",,".docx","5/29/2020 11:10:48 AM","5/29/2020 3:10:48 PM","5/29/2020 11:10:48 AM","5/29/2020 3:10:48 PM","3/2/2020 9:19:25 AM","3/2/2020 2:19:25 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\Glass Slide Drill Set-Up.docx","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea","Glass Slide Drill Set-Up.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Glass Slide Drill Set-Up",,,"Glass Slide Drill Set-Up.docx","Y:\Chief-Resident-Andrea\Glass Slide Drill Set-Up.docx",,"True",,".docx","5/29/2020 11:10:48 AM","5/29/2020 3:10:48 PM","5/29/2020 11:10:48 AM","5/29/2020 3:10:48 PM","5/14/2020 9:46:29 AM","5/14/2020 1:46:29 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\P3 Unknowns Study Set Index.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea","P3 Unknowns Study Set Index.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","P3 Unknowns Study Set Index",,,"P3 Unknowns Study Set Index.xlsx","Y:\Chief-Resident-Andrea\P3 Unknowns Study Set Index.xlsx",,"True",,".xlsx","5/29/2020 11:10:48 AM","5/29/2020 3:10:48 PM","5/29/2020 11:10:48 AM","5/29/2020 3:10:48 PM","3/19/2020 12:52:30 PM","3/19/2020 4:52:30 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\RECRUITMENT CALENDAR 19-20.pub","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea","RECRUITMENT CALENDAR 19-20.pub","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","RECRUITMENT CALENDAR 19-20",,,"RECRUITMENT CALENDAR 19-20.pub","Y:\Chief-Resident-Andrea\RECRUITMENT CALENDAR 19-20.pub",,"True",,".pub","5/29/2020 11:10:48 AM","5/29/2020 3:10:48 PM","5/29/2020 11:10:48 AM","5/29/2020 3:10:48 PM","10/3/2019 3:01:24 PM","10/3/2019 7:01:24 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\Resident Leave Request update1-6-2020.docx","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea","Resident Leave Request update1-6-2020.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Resident Leave Request update1-6-2020",,,"Resident Leave Request update1-6-2020.docx","Y:\Chief-Resident-Andrea\Resident Leave Request update1-6-2020.docx",,"True",,".docx","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","1/7/2020 4:00:04 PM","1/7/2020 9:00:04 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\Resident Leave Request update1-6-2020.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea","Resident Leave Request update1-6-2020.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Resident Leave Request update1-6-2020",,,"Resident Leave Request update1-6-2020.pdf","Y:\Chief-Resident-Andrea\Resident Leave Request update1-6-2020.pdf",,"True",,".pdf","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","1/7/2020 4:00:24 PM","1/7/2020 9:00:24 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\Resident Orientation Packet.doc","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea","Resident Orientation Packet.doc","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Resident Orientation Packet",,,"Resident Orientation Packet.doc","Y:\Chief-Resident-Andrea\Resident Orientation Packet.doc",,"True",,".doc","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","6/30/2015 8:20:24 AM","6/30/2015 12:20:24 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\Resident Rotation Summaries.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea","Resident Rotation Summaries.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Resident Rotation Summaries",,,"Resident Rotation Summaries.xlsx","Y:\Chief-Resident-Andrea\Resident Rotation Summaries.xlsx",,"True",,".xlsx","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","4/12/2020 12:48:16 PM","4/12/2020 4:48:16 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\Sleep & Fatigue Video.url","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea","Sleep & Fatigue Video.url","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Sleep & Fatigue Video",,,"Sleep & Fatigue Video.url","Y:\Chief-Resident-Andrea\Sleep & Fatigue Video.url",,"True",,".url","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","8/20/2019 10:56:28 PM","8/21/2019 2:56:28 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2015-2016\New 2015-2016 Holiday Schedule.docx","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2015-2016","New 2015-2016 Holiday Schedule.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","New 2015-2016 Holiday Schedule",,,"New 2015-2016 Holiday Schedule.docx","Y:\Chief-Resident-Andrea\2015-2016\New 2015-2016 Holiday Schedule.docx",,"True",,".docx","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","11/4/2015 1:22:26 PM","11/4/2015 6:22:26 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2015-2016\New 2015-2016 Schedule.docx","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2015-2016","New 2015-2016 Schedule.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","New 2015-2016 Schedule",,,"New 2015-2016 Schedule.docx","Y:\Chief-Resident-Andrea\2015-2016\New 2015-2016 Schedule.docx",,"True",,".docx","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","7/19/2016 3:04:04 PM","7/19/2016 7:04:04 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2015-2016\New Call Schedule 2015-2016.docx","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2015-2016","New Call Schedule 2015-2016.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","New Call Schedule 2015-2016",,,"New Call Schedule 2015-2016.docx","Y:\Chief-Resident-Andrea\2015-2016\New Call Schedule 2015-2016.docx",,"True",,".docx","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","11/12/2015 1:08:21 PM","11/12/2015 6:08:21 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2015-2016\New Tumor Board.Grand Rounds 2015-2016.docx","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2015-2016","New Tumor Board.Grand Rounds 2015-2016.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","New Tumor Board.Grand Rounds 2015-2016",,,"New Tumor Board.Grand Rounds 2015-2016.docx","Y:\Chief-Resident-Andrea\2015-2016\New Tumor Board.Grand Rounds 2015-2016.docx",,"True",,".docx","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","2/1/2016 3:52:00 PM","2/1/2016 8:52:00 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2016-2017\WorkingDrafts","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2016-2017","WorkingDrafts","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","WorkingDrafts",,,"WorkingDrafts","Y:\Chief-Resident-Andrea\2016-2017\WorkingDrafts","2016-2017","True","Y:\","","5/29/2020 11:10:50 AM","5/29/2020 3:10:50 PM","5/29/2020 11:10:50 AM","5/29/2020 3:10:50 PM","5/29/2020 11:10:50 AM","5/29/2020 3:10:50 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2016-2017\FinalSchedules20162017.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2016-2017","FinalSchedules20162017.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","FinalSchedules20162017",,,"FinalSchedules20162017.xlsx","Y:\Chief-Resident-Andrea\2016-2017\FinalSchedules20162017.xlsx",,"True",,".xlsx","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","5/2/2017 8:17:31 AM","5/2/2017 12:17:31 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2016-2017\Holiday Schedule.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2016-2017","Holiday Schedule.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Holiday Schedule",,,"Holiday Schedule.xlsx","Y:\Chief-Resident-Andrea\2016-2017\Holiday Schedule.xlsx",,"True",,".xlsx","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","12/1/2016 3:41:21 PM","12/1/2016 8:41:21 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2016-2017\HowtoLogCall.docx","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2016-2017","HowtoLogCall.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","HowtoLogCall",,,"HowtoLogCall.docx","Y:\Chief-Resident-Andrea\2016-2017\HowtoLogCall.docx",,"True",,".docx","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","4/18/2017 8:11:14 AM","4/18/2017 12:11:14 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2016-2017\MasterBinder.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2016-2017","MasterBinder.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","MasterBinder",,,"MasterBinder.pdf","Y:\Chief-Resident-Andrea\2016-2017\MasterBinder.pdf",,"True",,".pdf","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","6/10/2016 7:36:38 AM","6/10/2016 11:36:38 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2016-2017\PathResidentManual2016.doc","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2016-2017","PathResidentManual2016.doc","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","PathResidentManual2016",,,"PathResidentManual2016.doc","Y:\Chief-Resident-Andrea\2016-2017\PathResidentManual2016.doc",,"True",,".doc","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","5/29/2020 11:10:49 AM","5/29/2020 3:10:49 PM","6/7/2016 8:14:55 AM","6/7/2016 12:14:55 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2016-2017\Resident Totals.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2016-2017","Resident Totals.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Resident Totals",,,"Resident Totals.xlsx","Y:\Chief-Resident-Andrea\2016-2017\Resident Totals.xlsx",,"True",,".xlsx","5/29/2020 11:10:50 AM","5/29/2020 3:10:50 PM","5/29/2020 11:10:50 AM","5/29/2020 3:10:50 PM","5/16/2017 10:56:45 AM","5/16/2017 2:56:45 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2016-2017\UpdatedCallSchedule.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2016-2017","UpdatedCallSchedule.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","UpdatedCallSchedule",,,"UpdatedCallSchedule.xlsx","Y:\Chief-Resident-Andrea\2016-2017\UpdatedCallSchedule.xlsx",,"True",,".xlsx","5/29/2020 11:10:50 AM","5/29/2020 3:10:50 PM","5/29/2020 11:10:50 AM","5/29/2020 3:10:50 PM","10/7/2016 9:31:43 AM","10/7/2016 1:31:43 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2016-2017\Web Cases 2016-2017.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2016-2017","Web Cases 2016-2017.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Web Cases 2016-2017",,,"Web Cases 2016-2017.xlsx","Y:\Chief-Resident-Andrea\2016-2017\Web Cases 2016-2017.xlsx",,"True",,".xlsx","5/29/2020 11:10:50 AM","5/29/2020 3:10:50 PM","5/29/2020 11:10:50 AM","5/29/2020 3:10:50 PM","7/15/2016 11:47:48 AM","7/15/2016 3:47:48 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2016-2017\WorkingDrafts\AllFinalSchedules.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2016-2017\WorkingDrafts","AllFinalSchedules.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","AllFinalSchedules",,,"AllFinalSchedules.xlsx","Y:\Chief-Resident-Andrea\2016-2017\WorkingDrafts\AllFinalSchedules.xlsx",,"True",,".xlsx","5/29/2020 11:10:50 AM","5/29/2020 3:10:50 PM","5/29/2020 11:10:50 AM","5/29/2020 3:10:50 PM","4/20/2016 7:10:49 PM","4/20/2016 11:10:49 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2016-2017\WorkingDrafts\Callscheduleworkingdraft.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Chief-Resident-Andrea\2016-2017\WorkingDrafts","Callscheduleworkingdraft.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Callscheduleworkingdraft",,,"Callscheduleworkingdraft.xlsx","Y:\Chief-Resident-Andrea\2016-2017\WorkingDrafts\Callscheduleworkingdraft.xlsx",,"True",,".xlsx","5/29/2020 11:10:50 AM","5/29/2020 3:10:50 PM","5/29/2020 11:10:50 AM","5/29/2020 3:10:50 PM","2/17/2017 12:46:12 PM","2/17/2017 5:46:12 PM","Archive, NotContentIndexed"
