#TYPE System.IO.DirectoryInfo
"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","BaseName","Target","LinkType","Name","FullName","Parent","Exists","Root","Extension","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","Attributes"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\A. Program Requirements  3\2016\Program Specific Requirements.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\A. Program Requirements  3\2016","Program Specific Requirements.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Program Specific Requirements",,,"Program Specific Requirements.pdf","Y:\ACGME\A. Program Requirements  3\2016\Program Specific Requirements.pdf",,"True",,".pdf","8/25/2014 11:38:16 AM","8/25/2014 3:38:16 PM","8/25/2014 11:38:16 AM","8/25/2014 3:38:16 PM","8/25/2014 11:36:52 AM","8/25/2014 3:36:52 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters\2013","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters","2013","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","2013",,,"2013","Y:\ACGME\Accrediation Letters\2013","Accrediation Letters","True","Y:\","","3/29/2018 9:27:22 AM","3/29/2018 1:27:22 PM","3/29/2018 9:27:31 AM","3/29/2018 1:27:31 PM","3/29/2018 9:27:31 AM","3/29/2018 1:27:31 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters\2015","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters","2015","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","2015",,,"2015","Y:\ACGME\Accrediation Letters\2015","Accrediation Letters","True","Y:\","","3/29/2018 9:27:04 AM","3/29/2018 1:27:04 PM","3/29/2018 9:27:11 AM","3/29/2018 1:27:11 PM","3/29/2018 9:27:11 AM","3/29/2018 1:27:11 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters\2016","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters","2016","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","2016",,,"2016","Y:\ACGME\Accrediation Letters\2016","Accrediation Letters","True","Y:\","","3/29/2018 9:27:13 AM","3/29/2018 1:27:13 PM","3/29/2018 9:27:18 AM","3/29/2018 1:27:18 PM","3/29/2018 9:27:18 AM","3/29/2018 1:27:18 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters\2017","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters","2017","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","2017",,,"2017","Y:\ACGME\Accrediation Letters\2017","Accrediation Letters","True","Y:\","","3/29/2018 9:27:36 AM","3/29/2018 1:27:36 PM","3/29/2018 9:27:45 AM","3/29/2018 1:27:45 PM","3/29/2018 9:27:45 AM","3/29/2018 1:27:45 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters\2019","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters","2019","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","2019",,,"2019","Y:\ACGME\Accrediation Letters\2019","Accrediation Letters","True","Y:\","","9/5/2019 8:02:01 AM","9/5/2019 12:02:01 PM","9/5/2019 8:03:46 AM","9/5/2019 12:03:46 PM","9/5/2019 8:03:46 AM","9/5/2019 12:03:46 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters\2020","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters","2020","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","2020",,,"2020","Y:\ACGME\Accrediation Letters\2020","Accrediation Letters","True","Y:\","","4/21/2020 11:38:02 AM","4/21/2020 3:38:02 PM","7/10/2020 12:36:52 PM","7/10/2020 4:36:52 PM","7/10/2020 12:36:52 PM","7/10/2020 4:36:52 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters\2013\AccrediationLetter 6-12-2013.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters\2013","AccrediationLetter 6-12-2013.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","AccrediationLetter 6-12-2013",,,"AccrediationLetter 6-12-2013.pdf","Y:\ACGME\Accrediation Letters\2013\AccrediationLetter 6-12-2013.pdf",,"True",,".pdf","7/16/2014 2:10:32 PM","7/16/2014 6:10:32 PM","7/16/2014 2:10:32 PM","7/16/2014 6:10:32 PM","7/15/2014 12:00:15 PM","7/15/2014 4:00:15 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters\2015\12-26-15.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters\2015","12-26-15.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","12-26-15",,,"12-26-15.pdf","Y:\ACGME\Accrediation Letters\2015\12-26-15.pdf",,"True",,".pdf","2/24/2015 11:37:27 AM","2/24/2015 4:37:27 PM","2/24/2015 11:37:27 AM","2/24/2015 4:37:27 PM","2/24/2015 11:37:27 AM","2/24/2015 4:37:27 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters\2016\accredication letter 2-4-16.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters\2016","accredication letter 2-4-16.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","accredication letter 2-4-16",,,"accredication letter 2-4-16.pdf","Y:\ACGME\Accrediation Letters\2016\accredication letter 2-4-16.pdf",,"True",,".pdf","3/11/2016 9:30:33 AM","3/11/2016 2:30:33 PM","3/11/2016 9:30:33 AM","3/11/2016 2:30:33 PM","3/11/2016 9:30:20 AM","3/11/2016 2:30:20 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters\2017\31155121072018032820180129.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters\2017","31155121072018032820180129.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","31155121072018032820180129",,,"31155121072018032820180129.pdf","Y:\ACGME\Accrediation Letters\2017\31155121072018032820180129.pdf",,"True",,".pdf","3/29/2018 9:27:45 AM","3/29/2018 1:27:45 PM","3/29/2018 9:27:45 AM","3/29/2018 1:27:45 PM","3/29/2018 9:27:45 AM","3/29/2018 1:27:45 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters\2019\HEME_31155121072019032620190114.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters\2019","HEME_31155121072019032620190114.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","HEME_31155121072019032620190114",,,"HEME_31155121072019032620190114.pdf","Y:\ACGME\Accrediation Letters\2019\HEME_31155121072019032620190114.pdf",,"True",,".pdf","9/5/2019 8:02:25 AM","9/5/2019 12:02:25 PM","9/5/2019 8:02:25 AM","9/5/2019 12:02:25 PM","9/5/2019 8:02:25 AM","9/5/2019 12:02:25 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters\2019\PATH_30055113732019032620190114.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters\2019","PATH_30055113732019032620190114.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","PATH_30055113732019032620190114",,,"PATH_30055113732019032620190114.pdf","Y:\ACGME\Accrediation Letters\2019\PATH_30055113732019032620190114.pdf",,"True",,".pdf","9/5/2019 8:02:39 AM","9/5/2019 12:02:39 PM","9/5/2019 8:02:39 AM","9/5/2019 12:02:39 PM","9/5/2019 8:02:39 AM","9/5/2019 12:02:39 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters\2020\Heme_accred_letter 31155121072020041720200114.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters\2020","Heme_accred_letter 31155121072020041720200114.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Heme_accred_letter 31155121072020041720200114",,,"Heme_accred_letter 31155121072020041720200114.pdf","Y:\ACGME\Accrediation Letters\2020\Heme_accred_letter 31155121072020041720200114.pdf",,"True",,".pdf","4/21/2020 11:38:12 AM","4/21/2020 3:38:12 PM","4/21/2020 11:38:12 AM","4/21/2020 3:38:12 PM","4/21/2020 11:38:12 AM","4/21/2020 3:38:12 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters\2020\Path_accred_letter 30055113732020041720200114.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\Accrediation Letters\2020","Path_accred_letter 30055113732020041720200114.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Path_accred_letter 30055113732020041720200114",,,"Path_accred_letter 30055113732020041720200114.pdf","Y:\ACGME\Accrediation Letters\2020\Path_accred_letter 30055113732020041720200114.pdf",,"True",,".pdf","4/21/2020 11:38:16 AM","4/21/2020 3:38:16 PM","4/21/2020 11:38:16 AM","4/21/2020 3:38:16 PM","4/21/2020 11:38:16 AM","4/21/2020 3:38:16 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\faculty","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys","faculty","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","faculty",,,"faculty","Y:\ACGME\ACGME surveys\faculty","ACGME surveys","True","Y:\","","9/5/2019 7:45:30 AM","9/5/2019 11:45:30 AM","9/5/2019 7:47:19 AM","9/5/2019 11:47:19 AM","9/5/2019 7:47:19 AM","9/5/2019 11:47:19 AM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\residents","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys","residents","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","residents",,,"residents","Y:\ACGME\ACGME surveys\residents","ACGME surveys","True","Y:\","","9/5/2019 7:45:23 AM","9/5/2019 11:45:23 AM","8/24/2020 3:00:34 PM","8/24/2020 7:00:34 PM","8/24/2020 3:00:34 PM","8/24/2020 7:00:34 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\faculty\Faculty Survey 18-19.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\faculty","Faculty Survey 18-19.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Faculty Survey 18-19",,,"Faculty Survey 18-19.pdf","Y:\ACGME\ACGME surveys\faculty\Faculty Survey 18-19.pdf",,"True",,".pdf","9/5/2019 7:47:05 AM","9/5/2019 11:47:05 AM","9/5/2019 7:47:05 AM","9/5/2019 11:47:05 AM","9/5/2019 7:47:05 AM","9/5/2019 11:47:05 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\faculty\Faculty Survey by Speciality 18-19.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\faculty","Faculty Survey by Speciality 18-19.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Faculty Survey by Speciality 18-19",,,"Faculty Survey by Speciality 18-19.pdf","Y:\ACGME\ACGME surveys\faculty\Faculty Survey by Speciality 18-19.pdf",,"True",,".pdf","9/5/2019 7:47:19 AM","9/5/2019 11:47:19 AM","9/5/2019 7:47:19 AM","9/5/2019 11:47:19 AM","9/5/2019 7:47:19 AM","9/5/2019 11:47:19 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\faculty\Faculty Survey Nationally 18-19.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\faculty","Faculty Survey Nationally 18-19.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Faculty Survey Nationally 18-19",,,"Faculty Survey Nationally 18-19.pdf","Y:\ACGME\ACGME surveys\faculty\Faculty Survey Nationally 18-19.pdf",,"True",,".pdf","9/5/2019 7:47:08 AM","9/5/2019 11:47:08 AM","9/5/2019 7:47:08 AM","9/5/2019 11:47:08 AM","9/5/2019 7:47:08 AM","9/5/2019 11:47:08 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\faculty\Faculty Well-Being  by Specialty 18-19.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\faculty","Faculty Well-Being  by Specialty 18-19.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Faculty Well-Being  by Specialty 18-19",,,"Faculty Well-Being  by Specialty 18-19.pdf","Y:\ACGME\ACGME surveys\faculty\Faculty Well-Being  by Specialty 18-19.pdf",,"True",,".pdf","9/5/2019 7:47:11 AM","9/5/2019 11:47:11 AM","9/5/2019 7:47:11 AM","9/5/2019 11:47:11 AM","9/5/2019 7:47:11 AM","9/5/2019 11:47:11 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\faculty\Faculty Well-Being Nationally 18-19.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\faculty","Faculty Well-Being Nationally 18-19.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Faculty Well-Being Nationally 18-19",,,"Faculty Well-Being Nationally 18-19.pdf","Y:\ACGME\ACGME surveys\faculty\Faculty Well-Being Nationally 18-19.pdf",,"True",,".pdf","9/5/2019 7:47:13 AM","9/5/2019 11:47:13 AM","9/5/2019 7:47:13 AM","9/5/2019 11:47:13 AM","9/5/2019 7:47:13 AM","9/5/2019 11:47:13 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\faculty\Faculty Well-Being Survey 18-19.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\faculty","Faculty Well-Being Survey 18-19.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Faculty Well-Being Survey 18-19",,,"Faculty Well-Being Survey 18-19.pdf","Y:\ACGME\ACGME surveys\faculty\Faculty Well-Being Survey 18-19.pdf",,"True",,".pdf","9/5/2019 7:47:16 AM","9/5/2019 11:47:16 AM","9/5/2019 7:47:16 AM","9/5/2019 11:47:16 AM","9/5/2019 7:47:16 AM","9/5/2019 11:47:16 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\residents\2018-2019","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\residents","2018-2019","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","2018-2019",,,"2018-2019","Y:\ACGME\ACGME surveys\residents\2018-2019","residents","True","Y:\","","8/24/2020 3:00:05 PM","8/24/2020 7:00:05 PM","8/24/2020 3:00:24 PM","8/24/2020 7:00:24 PM","8/24/2020 3:00:24 PM","8/24/2020 7:00:24 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\residents\2019-2020","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\residents","2019-2020","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","2019-2020",,,"2019-2020","Y:\ACGME\ACGME surveys\residents\2019-2020","residents","True","Y:\","","8/24/2020 3:00:30 PM","8/24/2020 7:00:30 PM","8/24/2020 3:00:30 PM","8/24/2020 7:00:30 PM","8/24/2020 3:00:30 PM","8/24/2020 7:00:30 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\residents\2018-2019\Resident Survey 18-19.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\residents\2018-2019","Resident Survey 18-19.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Resident Survey 18-19",,,"Resident Survey 18-19.pdf","Y:\ACGME\ACGME surveys\residents\2018-2019\Resident Survey 18-19.pdf",,"True",,".pdf","9/5/2019 7:45:44 AM","9/5/2019 11:45:44 AM","9/5/2019 7:45:44 AM","9/5/2019 11:45:44 AM","9/5/2019 7:45:44 AM","9/5/2019 11:45:44 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\residents\2018-2019\Resident Survey By Specialty.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\residents\2018-2019","Resident Survey By Specialty.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Resident Survey By Specialty",,,"Resident Survey By Specialty.pdf","Y:\ACGME\ACGME surveys\residents\2018-2019\Resident Survey By Specialty.pdf",,"True",,".pdf","9/5/2019 7:46:02 AM","9/5/2019 11:46:02 AM","9/5/2019 7:46:02 AM","9/5/2019 11:46:02 AM","9/5/2019 7:46:02 AM","9/5/2019 11:46:02 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\residents\2018-2019\Resident Survey Nationally.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\residents\2018-2019","Resident Survey Nationally.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Resident Survey Nationally",,,"Resident Survey Nationally.pdf","Y:\ACGME\ACGME surveys\residents\2018-2019\Resident Survey Nationally.pdf",,"True",,".pdf","9/5/2019 7:45:49 AM","9/5/2019 11:45:49 AM","9/5/2019 7:45:49 AM","9/5/2019 11:45:49 AM","9/5/2019 7:45:49 AM","9/5/2019 11:45:49 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\residents\2018-2019\Resident Well-Being by Speciality.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\residents\2018-2019","Resident Well-Being by Speciality.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Resident Well-Being by Speciality",,,"Resident Well-Being by Speciality.pdf","Y:\ACGME\ACGME surveys\residents\2018-2019\Resident Well-Being by Speciality.pdf",,"True",,".pdf","9/5/2019 7:45:54 AM","9/5/2019 11:45:54 AM","9/5/2019 7:45:54 AM","9/5/2019 11:45:54 AM","9/5/2019 7:45:54 AM","9/5/2019 11:45:54 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\residents\2018-2019\Resident Well-Being Nationally 18-19.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\residents\2018-2019","Resident Well-Being Nationally 18-19.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Resident Well-Being Nationally 18-19",,,"Resident Well-Being Nationally 18-19.pdf","Y:\ACGME\ACGME surveys\residents\2018-2019\Resident Well-Being Nationally 18-19.pdf",,"True",,".pdf","9/5/2019 7:46:08 AM","9/5/2019 11:46:08 AM","9/5/2019 7:46:08 AM","9/5/2019 11:46:08 AM","9/5/2019 7:46:08 AM","9/5/2019 11:46:08 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\residents\2018-2019\Residents Well-Being Survey 18-19.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\ACGME surveys\residents\2018-2019","Residents Well-Being Survey 18-19.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Residents Well-Being Survey 18-19",,,"Residents Well-Being Survey 18-19.pdf","Y:\ACGME\ACGME surveys\residents\2018-2019\Residents Well-Being Survey 18-19.pdf",,"True",,".pdf","9/5/2019 7:46:47 AM","9/5/2019 11:46:47 AM","9/5/2019 7:46:47 AM","9/5/2019 11:46:47 AM","9/5/2019 7:46:47 AM","9/5/2019 11:46:47 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\PIFS\PIF 2002","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\PIFS","PIF 2002","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","PIF 2002",,,"PIF 2002","Y:\ACGME\PIFS\PIF 2002","PIFS","True","Y:\","","11/11/2015 2:35:36 PM","11/11/2015 7:35:36 PM","11/11/2015 2:35:37 PM","11/11/2015 7:35:37 PM","10/26/2011 8:52:48 AM","10/26/2011 12:52:48 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\PIFS\PIF 2008 ACGME","Microsoft.PowerShell.Core\FileSystem::Y:\ACGME\PIFS","PIF 2008 ACGME","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","PIF 2008 ACGME",,,"PIF 2008 ACGME","Y:\ACGME\PIFS\PIF 2008 ACGME","PIFS","True","Y:\","","11/11/2015 2:35:37 PM","11/11/2015 7:35:37 PM","11/11/2015 2:35:39 PM","11/11/2015 7:35:39 PM","10/26/2011 8:52:49 AM","10/26/2011 12:52:49 PM","Directory, NotContentIndexed"
