#TYPE System.IO.FileInfo
"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","VersionInfo","BaseName","Target","LinkType","Name","Length","DirectoryName","Directory","IsReadOnly","Exists","FullName","Extension","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","Attributes"
"Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Financials\AR Axium\FY2020\12-2020\12.31.20 Unalloc Ins Pmts.xlsx","Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Financials\AR Axium\FY2020\12-2020","12.31.20 Unalloc Ins Pmts.xlsx","Microsoft.PowerShell.Core\FileSystem","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             \\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Financials\AR Axium\FY2020\12-2020\12.31.20 Unalloc Ins Pmts.xlsx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","12.31.20 Unalloc Ins Pmts",,,"12.31.20 Unalloc Ins Pmts.xlsx","18282","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Financials\AR Axium\FY2020\12-2020","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Financials\AR Axium\FY2020\12-2020","False","True","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Financials\AR Axium\FY2020\12-2020\12.31.20 Unalloc Ins Pmts.xlsx",".xlsx","1/22/2021 2:06:37 PM","1/22/2021 7:06:37 PM","1/22/2021 2:06:37 PM","1/22/2021 7:06:37 PM","1/22/2021 2:06:37 PM","1/22/2021 7:06:37 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Financials\FY2020\12-2020\Dental Corp Financials Dec2020 [Autosaved].pptx","Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Financials\FY2020\12-2020","Dental Corp Financials Dec2020 [Autosaved].pptx","Microsoft.PowerShell.Core\FileSystem","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             \\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Financials\FY2020\12-2020\Dental Corp Financials Dec2020 [Autosaved].pptx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","Dental Corp Financials Dec2020 [Autosaved]",,,"Dental Corp Financials Dec2020 [Autosaved].pptx","11890579","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Financials\FY2020\12-2020","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Financials\FY2020\12-2020","False","True","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Financials\FY2020\12-2020\Dental Corp Financials Dec2020 [Autosaved].pptx",".pptx","1/22/2021 3:23:39 PM","1/22/2021 8:23:39 PM","1/22/2021 3:23:39 PM","1/22/2021 8:23:39 PM","1/22/2021 3:23:38 PM","1/22/2021 8:23:38 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Human Resources\New Hires\New Hire - Khaled Alsharif.docx","Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Human Resources\New Hires","New Hire - Khaled Alsharif.docx","Microsoft.PowerShell.Core\FileSystem","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             \\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Human Resources\New Hires\New Hire - Khaled Alsharif.docx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","New Hire - Khaled Alsharif",,,"New Hire - Khaled Alsharif.docx","12503","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Human Resources\New Hires","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Human Resources\New Hires","False","True","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Human Resources\New Hires\New Hire - Khaled Alsharif.docx",".docx","1/25/2021 8:27:32 AM","1/25/2021 1:27:32 PM","1/25/2021 8:27:32 AM","1/25/2021 1:27:32 PM","1/25/2021 8:27:31 AM","1/25/2021 1:27:31 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Incentives\Summary Incentives FY20-with Reduction.xlsx","Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Incentives","Summary Incentives FY20-with Reduction.xlsx","Microsoft.PowerShell.Core\FileSystem","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             \\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Incentives\Summary Incentives FY20-with Reduction.xlsx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","Summary Incentives FY20-with Reduction",,,"Summary Incentives FY20-with Reduction.xlsx","755631","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Incentives","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Incentives","False","True","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Incentives\Summary Incentives FY20-with Reduction.xlsx",".xlsx","7/22/2020 9:02:37 AM","7/22/2020 1:02:37 PM","1/22/2021 12:48:18 PM","1/22/2021 5:48:18 PM","1/22/2021 12:48:17 PM","1/22/2021 5:48:17 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Incentives\2020\Qtr4\Bonus FY20 Qtr 4.xlsx","Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Incentives\2020\Qtr4","Bonus FY20 Qtr 4.xlsx","Microsoft.PowerShell.Core\FileSystem","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             \\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Incentives\2020\Qtr4\Bonus FY20 Qtr 4.xlsx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","Bonus FY20 Qtr 4",,,"Bonus FY20 Qtr 4.xlsx","101805","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Incentives\2020\Qtr4","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Incentives\2020\Qtr4","False","True","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Incentives\2020\Qtr4\Bonus FY20 Qtr 4.xlsx",".xlsx","1/22/2021 9:16:45 AM","1/22/2021 2:16:45 PM","1/22/2021 2:17:38 PM","1/22/2021 7:17:38 PM","1/22/2021 2:17:38 PM","1/22/2021 7:17:38 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Incentives\2020\Qtr4\Qtr 4 Incentive File - Old Monthly.xlsx","Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Incentives\2020\Qtr4","Qtr 4 Incentive File - Old Monthly.xlsx","Microsoft.PowerShell.Core\FileSystem","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             \\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Incentives\2020\Qtr4\Qtr 4 Incentive File - Old Monthly.xlsx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","Qtr 4 Incentive File - Old Monthly",,,"Qtr 4 Incentive File - Old Monthly.xlsx","647541","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Incentives\2020\Qtr4","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Incentives\2020\Qtr4","False","True","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\Incentives\2020\Qtr4\Qtr 4 Incentive File - Old Monthly.xlsx",".xlsx","1/22/2021 10:26:48 AM","1/22/2021 3:26:48 PM","1/22/2021 12:25:43 PM","1/22/2021 5:25:43 PM","1/22/2021 12:25:42 PM","1/22/2021 5:25:42 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\State Fund 12305169\2020\Dental Pass-thru 12-20.xlsx","Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\State Fund 12305169\2020","Dental Pass-thru 12-20.xlsx","Microsoft.PowerShell.Core\FileSystem","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             \\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\State Fund 12305169\2020\Dental Pass-thru 12-20.xlsx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","Dental Pass-thru 12-20",,,"Dental Pass-thru 12-20.xlsx","876371","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\State Fund 12305169\2020","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\State Fund 12305169\2020","False","True","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\State Fund 12305169\2020\Dental Pass-thru 12-20.xlsx",".xlsx","1/22/2021 2:16:49 PM","1/22/2021 7:16:49 PM","1/22/2021 2:17:29 PM","1/22/2021 7:17:29 PM","1/22/2021 2:17:28 PM","1/22/2021 7:17:28 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\United Bank\DENTAL -NOTE PAD.flf","Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\United Bank","DENTAL -NOTE PAD.flf","Microsoft.PowerShell.Core\FileSystem","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             \\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\United Bank\DENTAL -NOTE PAD.flf
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","DENTAL -NOTE PAD",,,"DENTAL -NOTE PAD.flf","4340","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\United Bank","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\United Bank","False","True","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\United Bank\DENTAL -NOTE PAD.flf",".flf","4/19/2018 8:26:35 AM","4/19/2018 12:26:35 PM","4/19/2018 8:26:35 AM","4/19/2018 12:26:35 PM","1/22/2021 2:31:34 PM","1/22/2021 7:31:34 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\United Bank\DENTAL POSITIVE PAY TEMPLATE.xls","Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\United Bank","DENTAL POSITIVE PAY TEMPLATE.xls","Microsoft.PowerShell.Core\FileSystem","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             \\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\United Bank\DENTAL POSITIVE PAY TEMPLATE.xls
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","DENTAL POSITIVE PAY TEMPLATE",,,"DENTAL POSITIVE PAY TEMPLATE.xls","197120","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\United Bank","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\United Bank","False","True","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Dental Corp\United Bank\DENTAL POSITIVE PAY TEMPLATE.xls",".xls","4/19/2018 8:26:35 AM","4/19/2018 12:26:35 PM","1/22/2021 2:33:05 PM","1/22/2021 7:33:05 PM","1/22/2021 2:33:05 PM","1/22/2021 7:33:05 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Foundation\Chrome River\New Vendor\L&R Manufacturing UPDATED.pdf","Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Foundation\Chrome River\New Vendor","L&R Manufacturing UPDATED.pdf","Microsoft.PowerShell.Core\FileSystem","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             \\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Foundation\Chrome River\New Vendor\L&R Manufacturing UPDATED.pdf
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","L&R Manufacturing UPDATED",,,"L&R Manufacturing UPDATED.pdf","1161729","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Foundation\Chrome River\New Vendor","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Foundation\Chrome River\New Vendor","False","True","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Foundation\Chrome River\New Vendor\L&R Manufacturing UPDATED.pdf",".pdf","1/22/2021 2:19:57 PM","1/22/2021 7:19:57 PM","1/22/2021 2:19:57 PM","1/22/2021 7:19:57 PM","1/22/2021 2:19:58 PM","1/22/2021 7:19:58 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Foundation\Supply Store Documents\File for Meeting.xlsx","Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Foundation\Supply Store Documents","File for Meeting.xlsx","Microsoft.PowerShell.Core\FileSystem","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             \\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Foundation\Supply Store Documents\File for Meeting.xlsx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","File for Meeting",,,"File for Meeting.xlsx","11343","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Foundation\Supply Store Documents","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Foundation\Supply Store Documents","False","True","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Foundation\Supply Store Documents\File for Meeting.xlsx",".xlsx","1/22/2021 12:41:28 PM","1/22/2021 5:41:28 PM","1/22/2021 12:41:28 PM","1/22/2021 5:41:28 PM","1/22/2021 12:41:28 PM","1/22/2021 5:41:28 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Foundation\Supply Store Documents\Supply Store Inventory Meeting.docx","Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Foundation\Supply Store Documents","Supply Store Inventory Meeting.docx","Microsoft.PowerShell.Core\FileSystem","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             \\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Foundation\Supply Store Documents\Supply Store Inventory Meeting.docx
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","Supply Store Inventory Meeting",,,"Supply Store Inventory Meeting.docx","14153","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Foundation\Supply Store Documents","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Foundation\Supply Store Documents","False","True","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Accounting and Finance Foundation\Supply Store Documents\Supply Store Inventory Meeting.docx",".docx","1/22/2021 1:02:58 PM","1/22/2021 6:02:58 PM","1/22/2021 1:02:58 PM","1/22/2021 6:02:58 PM","1/22/2021 1:02:57 PM","1/22/2021 6:02:57 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Paula\My Expenses\Dr. Kao\PPE Receipt Dr. Kao.pdf","Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Paula\My Expenses\Dr. Kao","PPE Receipt Dr. Kao.pdf","Microsoft.PowerShell.Core\FileSystem","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             \\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Paula\My Expenses\Dr. Kao\PPE Receipt Dr. Kao.pdf
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","PPE Receipt Dr. Kao",,,"PPE Receipt Dr. Kao.pdf","412495","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Paula\My Expenses\Dr. Kao","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Paula\My Expenses\Dr. Kao","False","True","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DeansOffice\Paula\My Expenses\Dr. Kao\PPE Receipt Dr. Kao.pdf",".pdf","1/22/2021 3:28:04 PM","1/22/2021 8:28:04 PM","1/22/2021 3:28:04 PM","1/22/2021 8:28:04 PM","1/22/2021 3:27:05 PM","1/22/2021 8:27:05 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DHESS\My Documents\dhess\ASAPAP\APB&R.EXE","Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DHESS\My Documents\dhess\ASAPAP","APB&R.EXE","Microsoft.PowerShell.Core\FileSystem","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             \\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DHESS\My Documents\dhess\ASAPAP\APB&R.EXE
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","APB&R",,,"APB&R.EXE","24640","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DHESS\My Documents\dhess\ASAPAP","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DHESS\My Documents\dhess\ASAPAP","False","True","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DHESS\My Documents\dhess\ASAPAP\APB&R.EXE",".EXE","9/27/2011 8:35:00 AM","9/27/2011 12:35:00 PM","9/27/2011 8:35:00 AM","9/27/2011 12:35:00 PM","1/31/2028 3:12:00 AM","1/31/2028 8:12:00 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DHESS\My Documents\dhess\ASAPAP\APCLMDEL.EXE","Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DHESS\My Documents\dhess\ASAPAP","APCLMDEL.EXE","Microsoft.PowerShell.Core\FileSystem","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             \\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DHESS\My Documents\dhess\ASAPAP\APCLMDEL.EXE
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","APCLMDEL",,,"APCLMDEL.EXE","20288","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DHESS\My Documents\dhess\ASAPAP","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DHESS\My Documents\dhess\ASAPAP","False","True","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DHESS\My Documents\dhess\ASAPAP\APCLMDEL.EXE",".EXE","9/27/2011 8:35:00 AM","9/27/2011 12:35:00 PM","9/27/2011 8:35:00 AM","9/27/2011 12:35:00 PM","1/31/2028 3:12:00 AM","1/31/2028 8:12:00 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DHESS\My Documents\dhess\ASAPAP\APCLMGEN.EXE","Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DHESS\My Documents\dhess\ASAPAP","APCLMGEN.EXE","Microsoft.PowerShell.Core\FileSystem","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             \\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DHESS\My Documents\dhess\ASAPAP\APCLMGEN.EXE
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","APCLMGEN",,,"APCLMGEN.EXE","31360","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DHESS\My Documents\dhess\ASAPAP","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DHESS\My Documents\dhess\ASAPAP","False","True","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DHESS\My Documents\dhess\ASAPAP\APCLMGEN.EXE",".EXE","9/27/2011 8:35:00 AM","9/27/2011 12:35:00 PM","9/27/2011 8:35:00 AM","9/27/2011 12:35:00 PM","1/31/2028 3:12:00 AM","1/31/2028 8:12:00 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DHESS\My Documents\dhess\ASAPAP\APCONFIG.EXE","Microsoft.PowerShell.Core\FileSystem::\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DHESS\My Documents\dhess\ASAPAP","APCONFIG.EXE","Microsoft.PowerShell.Core\FileSystem","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             \\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DHESS\My Documents\dhess\ASAPAP\APCONFIG.EXE
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","APCONFIG",,,"APCONFIG.EXE","23376","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DHESS\My Documents\dhess\ASAPAP","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DHESS\My Documents\dhess\ASAPAP","False","True","\\hs.wvu-ad.wvu.edu\public\SOD\dentadmin\DHESS\My Documents\dhess\ASAPAP\APCONFIG.EXE",".EXE","9/27/2011 8:35:00 AM","9/27/2011 12:35:00 PM","9/27/2011 8:35:00 AM","9/27/2011 12:35:00 PM","1/31/2028 3:12:00 AM","1/31/2028 8:12:00 AM","Archive, NotContentIndexed"
